,Dial,"Date, GMT",Price,Dial numerals,Location,Material bezel,Movement,Ref. No.,Waterproof,Brand,Glass,Clasp,Gender,Bracelet material,Case material,Case diameter,Bracelet color,url,Movement/Caliber,Clasp material,Condition,Year,Availability
With box,White,,"$19,152",,"United States, New York, Brooklyn NY",,Automatic,545.OX.2210.LR,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,45 mm,Brown,http://www.chrono24.com/hublot/classic-fusion-ultra-thin-king-gold-white-dial-brown-leather-band-18-carat-rose-gold-automatic-mens-watch--id4069122.htm,,,0 (unworn),,On request
With box,Black,,"$20,736",,"United States, New York, Brooklyn NY",,Automatic,585.OX.1180.OX,5 ATM,Hublot,Sapphire Glass,,Ladies' watch,Pink Gold,Pink gold,33 mm,Gold,http://www.chrono24.com/hublot/classic-fusion--id5659507.htm,HUB1120,,0 (unworn),,On request
With box,,,"$56,664",,"United States, New York, Brooklyn NY",,Automatic,525.OX.0180.LR.0904,,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Pink gold,45 mm,,http://www.chrono24.com/hublot/classic-fusion--id4239260.htm,HUB1155,,0 (unworn),,On request
With box,Brown,,"$37,995",,"United States, New York, Brooklyn NY",,Automatic,703.OX.3113.HR.OPX12,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,48 mm,Brown,http://www.chrono24.com/hublot/king-power--id5234697.htm,HUB4100,,0 (unworn),,On request
With box,Black,,"$97,500",,"United States, New York, Brooklyn NY",,Manual winding,705.CI.0007.RX,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Ceramic,Ceramic,48 mm,Black,http://www.chrono24.com/hublot/big-bang-king-power--id4462544.htm,HUB6002,,0 (unworn),,On request
With box,White,,"$21,960",,"United States, New York, Brooklyn NY",,Quartz,581.OX.2610.OX,5 ATM,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,Pink Gold,Pink gold,33 mm,Gold,http://www.chrono24.com/hublot/classic-fusion--id4239414.htm,,,0 (unworn),,On request
With box,Silver,,"$13,896",,"United States, New York, Brooklyn NY",,Automatic,542.OX.2611.LR,5 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Crocodile skin,Pink gold,42 mm,,http://www.chrono24.com/hublot/classic-fusion--id4375886.htm,HUB1112,,0 (unworn),,On request
With box,,,"$66,375",,"United States, New York, Brooklyn NY",Ceramic,Automatic,341.CW.9054.RW.194,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Ceramic,41 mm,,http://www.chrono24.com/hublot/big-bang--id4276226.htm,HUB41,,0 (unworn),,On request
With box,,,"$91,440",,"United States, New York, Brooklyn NY",,Manual winding,906.ND.0110.LR,3 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Crocodile skin,,51 x 45 mm,,http://www.chrono24.com/hublot/masterpiece-mp-06-tourbillon-skeleton-dial-mens-watch--id4375926.htm,HUB9006.H1,,0 (unworn),,On request
With box,Brown,,"$18,144",,"United States, New York, Brooklyn NY",Carbon,Quartz,361.PC.3380.RC.1104,10 ATM,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,Rubber,Pink gold,38 mm,,http://www.chrono24.com/hublot/big-bang--id4602991.htm,,,0 (unworn),,On request
With box,,,"$13,095",,"United States, New York, Brooklyn NY",Titanium,Automatic,525.NX.0139.VR.WCC15,5 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,,,45 mm,,http://www.chrono24.com/hublot/classic-fusion--id5342854.htm,HUB1155,,0 (unworn),,On request
With box,Black,,"$20,088",,"United States, New York, Brooklyn NY",,Automatic,565.OX.1181.LR.1704,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,38 mm,,http://www.chrono24.com/hublot/classic-fusion--id4375910.htm,HUB1110,,0 (unworn),,On request
With box,Black,,"$22,725",,"United States, New York, Brooklyn NY",,Automatic,322.LX.100.RX,30 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Palladium,48 mm,,http://www.chrono24.com/hublot/big-bang--id4077329.htm,HUB1400,,0 (unworn),,On request
With box,Black,,"$33,825",,"United States, New York, Airmont",,Manual winding,,5 ATM,Hublot,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,,Black,http://www.chrono24.com/hublot/classic-fusion-power-reserve-8-days-45mm-516ox1480lr1704--id4996999.htm,,,0 (unworn),,On request
With box,Black,,"$61,600",,"United States, New York, Brooklyn NY",,Automatic,322.PX.1023.RX.0900,30 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Rubber,Pink gold,48 mm,Black,http://www.chrono24.com/hublot/big-bang-king-automatic-mens-watch--id4531257.htm,HUB1400,,0 (unworn),,On request
With box,Mother of pearl,,"$20,700",,"United States, New York, Brooklyn NY",,Automatic,341.SE.231.LS.174,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,41 mm,,http://www.chrono24.com/hublot/big-bang--id4276209.htm,HUB41,,0 (unworn),,On request
With box,,,"$25,776",,"United States, New York, Brooklyn NY",Ceramic,Manual winding,515.CS.0910.LR,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Ceramic,45 mm,Black,http://www.chrono24.com/hublot/classic-fusion--id5423973.htm,CLASSICO HUB1302,,0 (unworn),,On request
With box,Black,,"$21,456",,"United States, New York, Brooklyn NY",,Manual winding,516.OX.1480.LR,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,45 mm,Black,http://www.chrono24.com/hublot/classic-fusion-king-gold-black-dial-black-leather-band-18-carat-rose-gold-case-mens-watch--id4239324.htm,HUB1601,,0 (unworn),,On request
With box,Black,,"$13,536",,"United States, New York, Brooklyn NY",,Automatic,343.SV.6510.NR.0800,,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,,Steel,41 mm,Black,http://www.chrono24.com/hublot/big-bang-broderie-stainless-steel-black-diamond-set-limited-edition-ladies-watch--id4239019.htm,HUB1110,,0 (unworn),,On request
With box,Black,,"$5,256",,"United States, New York, Brooklyn NY",,Automatic,585.NX.1170.NX,5 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Titanium,,33 mm,,http://www.chrono24.com/hublot/classic-fusion--id4590489.htm,HUB1120,,0 (unworn),,On request
With box,,,"$48,024",,"United States, New York, Brooklyn NY",,Automatic,542.NX.9010.NX.3704,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Titanium,Titanium,42 mm,,http://www.chrono24.com/hublot/classic-fusion--id4479411.htm,HUB1110,,0 (unworn),,On request
With box,Black,,"$13,536",,"United States, New York, Brooklyn NY",,Automatic,301.SX.1170.RX.1104,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Steel,44 mm,Black,http://www.chrono24.com/hublot/big-bang--id4293735.htm,HUB4100,,0 (unworn),,On request
With box,,,"$48,744",,"United States, New York, Brooklyn NY",,Automatic,601.OX.0183.LR.1704,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,,51 x 45 mm,Black,http://www.chrono24.com/hublot/spirit-of-big-bang-king-gold-mens-watch--id4587988.htm,HUB4700,,0 (unworn),,On request
With box,Black,,"$10,998",Arabic numerals,"United States, New York, Brooklyn NY",White gold,Quartz,361.CL.1110.LR.1907,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Ceramic,38 mm,Blue,http://www.chrono24.com/hublot/big-bang-tutti-frutti--id4401621.htm,,,0 (unworn),,On request
With box,,,"$58,608",,"United States, New York, Brooklyn NY",,Manual winding,515.NX.0170.LR.0904,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Titanium,45 mm,,http://www.chrono24.com/hublot/classic-fusion-classico-ultra-thin--id4366130.htm,HUB1300.4,,0 (unworn),,On request
With box,Black,,"$10,950",,"United States, New York, Airmont",,Automatic,,5 ATM,Hublot,,Fold clasp,Men's watch/Unisex,Calfskin,Ceramic,,Black,http://www.chrono24.com/hublot/classic-fusion-shiny-42mm-542cs1210vr1204--id4997026.htm,,,0 (unworn),,On request
With box,Black,,"$18,480",Arabic numerals,"United States, New York, Brooklyn NY",,Automatic,341.CV.1110.LR.1905,3 ATM,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,Crocodile skin,Ceramic,41 mm,Purple,http://www.chrono24.com/hublot/big-bang-tutti-frutti--id4239307.htm,HUB4300,,0 (unworn),,On request
With box,Black,,"$31,248",,"United States, New York, Brooklyn NY",,Automatic,541.OX.1180.LR.1704,5 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Pink gold,42 mm,Black,http://www.chrono24.com/hublot/classic-fusion--id4239022.htm,HUB1153,,0 (unworn),,On request
With box,Black,,"$19,440",,"United States, New York, Brooklyn NY",,Quartz,581.OX.1180.RX.1704,5 ATM,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,Rubber,Pink gold,33 mm,Black,http://www.chrono24.com/hublot/classic-fusion--id4239347.htm,,,0 (unworn),,On request
With box,,,"$36,216",,"United States, New York, Brooklyn NY",,Automatic,525.OX.0180.LR.1704,5 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Crocodile skin,Pink gold,45 mm,,http://www.chrono24.com/hublot/classic-fusion--id4969977.htm,HUB1155,,0 (unworn),,On request
With box,Mother of pearl,,"$17,850",,"United States, New York, Brooklyn NY",,Automatic,341.SV.6010.LR.1905,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,,Steel,41 mm,Purple,http://www.chrono24.com/hublot/big-bang-tutti-frutti--id4239355.htm,HUB4300,,0 (unworn),,On request
With box,Red,,"$13,300",Arabic numerals,"United States, New York, Brooklyn NY",,Quartz,361.CR.1110.RR.1913A,3 ATM,Hublot,Sapphire Glass,Fold clasp,Ladies' watch,Crocodile skin,Ceramic,38 mm,Red,http://www.chrono24.com/hublot/big-bang-tutti-frutti--id4417434.htm,HUB2900,,0 (unworn),,On request
With box,,,"$7,848",,"United States, New York, Brooklyn NY",Ceramic,Automatic,565.CM.1110.CM,5 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Steel,Ceramic,38 mm,,http://www.chrono24.com/hublot/classic-fusion--id4401629.htm,,,0 (unworn),,On request
With box,Brown,,"$23,112",,"United States, New York, Brooklyn NY",Ceramic,Automatic,341.PC.3380.RC,10 ATM,Hublot,Sapphire Glass,,Men's watch/Unisex,Rubber,Ceramic,41 mm,Brown,http://www.chrono24.com/hublot/big-bang--id5443672.htm,HUB2894,,0 (unworn),,On request
With box,Black,,"$24,912",,"United States, New York, Brooklyn NY",,Automatic,341.PX.130.RX.114,10 ATM,Hublot,Sapphire Glass,Fold clasp,Men's watch/Unisex,Rubber,Pink gold,41 mm,,http://www.chrono24.com/hublot/big-bang--id4602903.htm,HUB2894,,0 (unworn),,On request
