,Dial,"Date, GMT",Price,Dial numerals,Location,Material bezel,Movement,Ref. No.,Waterproof,Brand,Glass,Clasp,Gender,Bracelet material,Case material,Case diameter,Bracelet color,url,Movement/Caliber,Clasp material,Condition,Year,Availability
,Blue,,,,"Monaco, Monaco",,,26388PO.OO.D027CA.01,,Audemars Piguet,,,Men's watch/Unisex,Rubber,Platinum,44 mm,Blue,http://www.chrono24.com/audemarspiguet/royal-oak-tourbillon-chrono-26388poood027ca01--id4886557.htm,,,0 (unworn),,Available now
With papers,,,,,"Austria, Baden bei Wien",,Automatic,25860ST,,Audemars Piguet,,,,Steel,Steel,40 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph--id5185856.htm,,,1 (mint),2000,Available now
With box,,,,,"Italy, Milano",,Automatic,,,Audemars Piguet,,,,,Gold/Steel,36 mm,,http://www.chrono24.com/audemarspiguet/orologio--royal-oak--id5059263.htm,,,1 (mint),90,Available now
With papers,Black,,,Arabic numerals,"United Kingdom, London",Carbon,Automatic,26062OR.OO.A002CA.01,10 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Rubber,Pink gold,44 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-alinghi-polaris--26062orooa002ca01--id5599946.htm,,Pink Gold,0 (unworn),January 2008,Available now
With papers,,,,,Germany,Carbon,Automatic,,,Audemars Piguet,,Buckle,Men's watch/Unisex,Silicon,Pink gold,,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-alinghi-rose-gold--id5537865.htm,,Pink Gold,1 (mint),2012,Available now
With papers,,,,,Hong Kong SAR,,Automatic,26470OR.OO.1000OR.01,,Audemars Piguet,,,Men's watch/Unisex,Pink Gold,Pink gold,,,http://www.chrono24.com/audemarspiguet/26470or-royal-oak-offshore-chronograph-18k-pink-gold-new--id3701115.htm,,,0 (unworn),,Available now
With papers,,,,,"Italy, Roma",,Automatic,26120OR,,Audemars Piguet,,,,Crocodile skin,Pink gold,39 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-dual-time--id4864478.htm,,,0 (unworn),2015,Available now
With papers,White,,"$19,750",Arabic numerals,"United Kingdom, London",Steel,Automatic,26170ST.OO.D101CR.02,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-panda----26170stood101cr02--id5599986.htm,3126 / 3840,Steel,0 (unworn),October 2015,Available now
With papers,Black,,"$15,900",,"Switzerland, Baar",,Automatic,26170ST.OO.D101CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,Steel,44 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-volcano---26170stood101cr01--id5646532.htm,,,1 (mint),2011,Available now
With box,White,,,Roman numerals,"Poland, Kraków",Yellow gold,Automatic,25685 BA,,Audemars Piguet,Sapphire Glass,Jewelry clasp,Men's watch/Unisex,Crocodile skin,Yellow gold,36 mm case without crown x 38 mm case with crown mm,Black,http://www.chrono24.com/audemarspiguet/dual-time-power-reserve-18k-gold-automatic-box--id4731268.htm,21c/2129,Yellow gold,1 (mint),1995,Available now
With papers,,,,,"Italy, TORINO",,Automatic,26320OR,,Audemars Piguet,,Fold clasp,,Leather,Pink gold,,Brown,http://www.chrono24.com/audemarspiguet/royal-oak-chrono-41mm-rose-gold-white-dial--id2612699.htm,,Pink Gold,0 (unworn),2016,Available now
With papers,,,,,"Italy, TORINO",,Automatic,26400SO,,Audemars Piguet,,,,Steel,Steel,,,http://www.chrono24.com/audemarspiguet/royal-oak-off-shore-44mm-steel-26400so--id3644548.htm,,,0 (unworn),2016,Available now
,Silver,,,,"Monaco, Monaco",,Automatic,15400OR.OO.D088CR.01,,Audemars Piguet,,,Men's watch/Unisex,Leather,Pink gold,41 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-15400orood088cr01--id4886565.htm,,,0 (unworn),,Available now
With papers,Blue,,,,"Germany, Langenfeld",Steel,Automatic,25860ST.OO.1110ST.04,5 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Steel,Steel,39 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph-stahl-blue-dial-stahl-automatik-bp-klassiker--id5692136.htm,Audemars Piguet Kaliber 2385,Steel,1 (mint),2006,Available now
With box,White,,,No numerals,Mexico,Yellow gold,Automatic,26022.BA.OO.D088CR.01,,Audemars Piguet,Sapphire Glass,"Fold clasp, hidden",Men's watch/Unisex,Crocodile skin,Yellow gold,,Black,http://www.chrono24.com/audemarspiguet/royal-oak-chronograph--id4096810.htm,,Yellow gold,1 (mint),,Available now
With papers,,,,,"Italy, Roma",,Automatic,15300ST,,Audemars Piguet,,,,Steel,Steel,39 mm,,http://www.chrono24.com/audemarspiguet/royal-oak-automatic-blue-15300st--id5683348.htm,,,1 (mint),2006,Available now
With papers,White,,,No numerals,"Switzerland, Lugano",Steel,Automatic,15400ST.OO.1220ST.02,5 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Men's watch/Unisex,Steel,Steel,41 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-15400stoo1220st02-steel-41mm--id5726172.htm,,,0 (unworn),2016,Available now
With papers,White,,,,"Italy, Roma",,Automatic,25572ST (RO2990),,Audemars Piguet,Sapphire Glass,,Men's watch/Unisex,Steel,Steel,36 mm,Steel,http://www.chrono24.com/audemarspiguet/day-date-ref-25572st-ro2990--id5593902.htm,,,2 (fine),1998,Available now
With papers,Black,,,No numerals,"Italy, ROMA",Steel,Automatic,26320ST.OO.1220ST.01,10 ATM,Audemars Piguet,Sapphire Glass,Double-fold clasp,,Steel,Steel,41 mm,Steel,http://www.chrono24.com/audemarspiguet/chrono-41-mm-ref-26320st-black-dial--id3766539.htm,,Steel,0 (unworn),2016,Available now
With papers,Grey,,,No numerals,"Switzerland, Lugano",Ceramic,Automatic,26400SO.OO.A002CA.01,10 ATM,Audemars Piguet,Sapphire Glass,Buckle,Men's watch/Unisex,Rubber,Steel,44 mm,Black,http://www.chrono24.com/audemarspiguet/offshore-26400soooa002ca01-steel-rubber-44mm--id5725867.htm,,Steel,0 (unworn),2016,Available now
With papers,Black,,,,"Italy, ROMA",,Automatic,26062FS.  1300 PCS,10 ATM,Audemars Piguet,Sapphire Glass,Buckle,,Rubber,Carbon,44 mm,Black,http://www.chrono24.com/audemarspiguet/royaloakoffshore-team-alinghi-carbon--limited-edition-1300--id5098433.htm,,Titanium,1 (mint),2008,Available now
With papers,,,,,"Hong Kong SAR, North Point",,Quartz,67651OR.ZZ.1261OR.01,,Audemars Piguet,,,Ladies' watch,Pink Gold,Pink gold,,,http://www.chrono24.com/audemarspiguet/67651or-royal-oak-lady-white-quartz-33mm-18k-pink-gold-new--id4041213.htm,,,0 (unworn),,Available now
With papers,Blue,,,No numerals,"Belgium, Brussel",Steel,Automatic,25860ST,,Audemars Piguet,Sapphire Glass,Fold clasp,,Steel,Steel,39 mm,Steel,http://www.chrono24.com/audemarspiguet/royale-oak-chronograph--id5008806.htm,,Steel,1 (mint),,Available now
,,,"$19,100",,"United States, Florida, Miami",,,77238BC.OO.A002CR.01,,Audemars Piguet,,,Ladies' watch,,,,,http://www.chrono24.com/audemarspiguet/jules-audemars-manual-wind---ref-77238bcooa002cr01--id5705495.htm,,,0 (unworn),,On request
,,,"$19,000",,"United States, Florida, Miami",,,77321ST.ZZ.1230ST.01,,Audemars Piguet,,,,,Steel,,,http://www.chrono24.com/audemarspiguet/millenary-selfwinding-ref-77321stzz1230st01--id5705263.htm,,,0 (unworn),,On request
,Silver,,"$37,495",No numerals,"United States, New York, New York",Carbon,Automatic,26030IO.OO.D001IN.01,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,,Leather,Titanium,45 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-juan-pablo-montoya-silver-dial-limited-edition-to-1000-pieces---titanium-on-strap--id3071424.htm,2226/2840,Steel,,,On request
,Silver,,"$240,700",Arabic numerals,"United States, New York, New York",Silver,Automatic,26387IO.OO.D002CA.01,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,,Rubber,Titanium,44 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-tourbillon-silver-dial-limited-edition---titanium-on-strap--id3525600.htm,2912,Titanium,,,On request
,Silver,,"$21,895",Arabic numerals,"United States, New York, New York",Silver,Automatic,26170ST.OO.1000ST.01,10 ATM,Audemars Piguet,Sapphire Glass,,,Steel,Steel,42 mm,Steel,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-chronograph-special-edition-panda-silver-dial---stainless-steel-on-bracelet--id2626644.htm,3126/3840,Steel,,,On request
,White,,"$29,995",Arabic numerals,"United States, New York, New York",,Automatic,26060ST.00.D034CR.01,10 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,,Rubber,Steel,42 mm,White,http://www.chrono24.com/audemarspiguet/royal-oak-offshore-rodeo-drive-white-dial-limited-edition-to-50-pieces---stainless-steel-on-strap--id3034998.htm,2326/2840,Steel,,,On request
,Silver,,"$59,995",No numerals,"United States, New York, New York",White gold,Automatic,26603ST.OO.D002CR.01077,2 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,,Crocodile skin,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/royal-oak-equation-of-time-miami-special-edition-silver-dial---stainless-steel-on-strap--id3019667.htm,2120/2808,Steel,,,On request
,Black,,"$51,995",,"United States, New York, New York",,Automatic,77302BC.ZZ.D001CR.01,2 ATM,Audemars Piguet,Sapphire Glass,Fold clasp,Ladies' watch,Crocodile skin,White gold,39.5 x 35.5 mm,Black,http://www.chrono24.com/audemarspiguet/millenary-ladies-automatic-black-diamond-dial-diamond-case---white-gold-on-strap--id3499047.htm,2325,White Gold,,,On request
With box,Brown,,"$10,750",,"United States, New York, Brooklyn NY",,Manual winding,77215OR.ZZ.A080SU.01,,Audemars Piguet,Sapphire Glass,,Ladies' watch,Satin,Pink gold,24.8 mm,Brown,http://www.chrono24.com/audemarspiguet/brown-dial-18k-rose-gold-diamond-ladies-watch--id5517123.htm,,,0 (unworn),,Ready to ship in 3-5 days
With box,Mother of pearl,,"$6,895",,"United States, New York, Brooklyn NY",,Quartz,67438BC.ZZ.A021SU.01,2 ATM,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Satin,White gold,26 mm,Blue,http://www.chrono24.com/audemarspiguet/dream--id3713378.htm,,,0 (unworn),,Ready to ship in 3-5 days
With box,Mother of pearl,,"$49,995",,"United States, New York, Brooklyn NY",Pink gold,Manual winding,77224OR.ZZ.A012SU.01,,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Satin,Pink gold,45 mm,White,http://www.chrono24.com/audemarspiguet/givrine--id3793115.htm,2046,,0 (unworn),,Ready to ship in 3-5 days
,White,,"$45,600 [Negotiable]",Arabic numerals,"United States, Pennsylvania, Holland",,Automatic,26100bc.oo.d002cr.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,White gold,41 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-jules-audemars-automatic-chronograph-26100bcood002cr01--id5176095.htm,3124/3841,,,,Ready to ship in 6-10 days
,,,price on request [Negotiable],,"United States, Pennsylvania, Holland",,Manual winding,26580IO.OO.D010CA.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Rubber,Titanium,44 mm,White,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-concept-royal-oak-concept-gmt-tourbillon-26580ioood010ca01--id5175783.htm,,,,,Ready to ship in 6-10 days
,Mother of pearl,,"$353,850 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,77306bc.zz.d007su.01,,Audemars Piguet,,Fold clasp,Ladies' watch,Satin,White gold,39.5 x 35.5 mm,Grey,http://www.chrono24.com/audemarspiguet/audemars-piguet-millenary-automatic---ladies-77306bczzd007su01--id5462312.htm,,,,,Ready to ship in 6-10 days
,Blue,,"$37,485 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,15450ba.oo.1256ba.02,,Audemars Piguet,,Fold clasp,Ladies' watch,Yellow Gold,Yellow gold,37 mm,Gold,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-royal-oak-automatic-37mm-15450baoo1256ba02--id5614017.htm,,,,,Ready to ship in 6-10 days
,Blue,,"$32,130 [Negotiable]",,"United States, Pennsylvania, Holland",,Quartz,67651ba.zz.1261ba.02,,Audemars Piguet,,Fold clasp,Ladies' watch,Yellow Gold,Yellow gold,33 mm,Gold,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-quartz-33mm-ladies-royal-oak-67651bazz1261ba02--id5614065.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$23,534 [Negotiable]",,"United States, Pennsylvania, Holland",Steel,Automatic,15450OR.OO.D088CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,37 mm,,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-royal-oak-automatic-37mm-15450orood088cr01--id5614049.htm,3120,,,,Ready to ship in 6-10 days
,Blue,,"$143,055 [Negotiable]",,"United States, Pennsylvania, Holland",,Manual winding,26510OR.OO.1220OR.01,,Audemars Piguet,,,Men's watch/Unisex,Pink Gold,Pink gold,41 mm,Gold,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-tourbillon-41mm-royal-oak-26510oroo1220or01--id5614057.htm,,,,,Ready to ship in 6-10 days
,Black,,"$70,312 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26003or.oo.d002cr.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,43 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-jules-audemars-equation-of-time-26003orood002cr01--id5176092.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$36,550 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26145or.oo.d093cr.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,47 x 42 mm,Brown,http://www.chrono24.com/audemarspiguet/audemars-piguet-millenary-chronograph-26145orood093cr01--id5462310.htm,2385,,,,Ready to ship in 6-10 days
,Brown,,"$53,550 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,77302ba.zz.d094cr.01,,Audemars Piguet,,Fold clasp,Ladies' watch,Crocodile skin,Yellow gold,39.5 x 35.5 mm,Brown,http://www.chrono24.com/audemarspiguet/audemars-piguet-millenary-automatic---ladies-77302bazzd094cr01--id5462318.htm,2325,,,,Ready to ship in 6-10 days
,Silver,,"$14,790 [Negotiable]",,"United States, Pennsylvania, Holland",,Manual winding,77238OR.OO.A088CR.01,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Pink gold,33 mm,Brown,http://www.chrono24.com/audemarspiguet/audemars-piguet-jules-audemars-collection-jules-audemars-ladies-77238orooa088cr01--id5621251.htm,3090,,,,Ready to ship in 6-10 days
,Black,,"$24,310 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26231st.zz.d002ca.01,,Audemars Piguet,,Fold clasp,Ladies' watch,Rubber,Steel,37 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-royal-oak-offshore-chronograph-37mm-26231stzzd002ca01--id5175650.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$37,145 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26231or.zz.d010ca.01,,Audemars Piguet,,Fold clasp,Ladies' watch,Rubber,Pink gold,37 mm,White,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-royal-oak-offshore-chronograph-37mm-26231orzzd010ca01--id5175658.htm,,,,,Ready to ship in 6-10 days
,Black,,"$15,200 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,15710ST.OO.A002CA.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Rubber,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-diver-specials-royal-oak-offshore-15710stooa002ca01--id5175843.htm,,,,,Ready to ship in 6-10 days
With papers,,,"$8,995 [Negotiable]",,"United States, Illinois, Chicago",,Automatic,25657,,Audemars Piguet,,Buckle,,Crocodile skin,Yellow gold,,Black,http://www.chrono24.com/audemarspiguet/quantieme-perpetual-calendar--id5597403.htm,,Yellow gold,2 (fine),,Available now
,Silver,,"$19,500 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,15180OR.OO.A102CR.01,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Pink gold,41 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-watches-jules-audemars-ultra-thin-automatic-jules-audemars-collection-15180orooa102cr01--id5175931.htm,,,,,Ready to ship in 6-10 days
,Black,,"$16,500 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26470ST.OO.A101CR.01-PO2,,Audemars Piguet,,Buckle,Men's watch/Unisex,,Steel,42 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-pre-owned-timepieces-26470stooa101cr01-po2--id5654484.htm,,,,,Ready to ship in 6-10 days
,Grey,,"$20,800 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26470ST.OO.A104CR.01,,Audemars Piguet,,Buckle,Men's watch/Unisex,Crocodile skin,Steel,42 mm,,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-chronograph-42mm-specials-royal-oak-offshore-26470stooa104cr01--id5175514.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$26,000 [Negotiable]",Arabic numerals,"United States, Pennsylvania, Holland",Steel,Automatic,26170ST.OO.D305CR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,42 mm,Blue,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-chronograph-42mm-royal-oak-offshore-26170stood305cr01--id5175907.htm,3126/3840,,,,Ready to ship in 6-10 days
,Silver,,"$19,440 [Negotiable]",,"United States, Pennsylvania, Holland",Steel,Automatic,26320ST.OO.1220ST.02,,Audemars Piguet,,,Men's watch/Unisex,Steel,Steel,41 mm,Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-chronograph-41mm-royal-oak-26320stoo1220st02--id5614034.htm,2385,,,,Ready to ship in 6-10 days
,,,"$82,500 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,15407OR.OO.1220OR.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Pink Gold,Pink gold,41 mm,Gold,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-automatic-41mm-royal-oak-15407oroo1220or01--id5614042.htm,,,,,Ready to ship in 6-10 days
,Mother of pearl,,"$7,995",,"United States, Washington, Seattle",White gold,Quartz,,,Audemars Piguet,Sapphire Glass,Buckle,Ladies' watch,Crocodile skin,White gold,21 x 32 mm,Black,http://www.chrono24.com/audemarspiguet/18k-white-gold-promesse-ladies-promesse--id4321567.htm,,White Gold,1 (mint),,Available now
,Black,,"$20,655 [Negotiable]",,"United States, Pennsylvania, Holland",,Automatic,26320st.oo.1220st.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Steel,Steel,41 mm,Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-chronograph-41mm-royal-oak-26320stoo1220st01--id5614026.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$16,810 [Negotiable]",,"United States, Pennsylvania, Holland",,Quartz,67651sr.zz.1261sr.01,,Audemars Piguet,,Fold clasp,Ladies' watch,Gold/Steel,Gold/Steel,33 x 42 mm,Gold/Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-quartz-33mm-ladies-royal-oak-67651srzz1261sr01--id5614066.htm,,,,,Ready to ship in 6-10 days
,Silver,,"$13,005 [Negotiable]",,"United States, Pennsylvania, Holland",Steel,Quartz,67651ST.ZZ.1261ST.01,,Audemars Piguet,,,Men's watch/Unisex,Steel,Steel,33 mm,Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-quartz-33mm-ladies-royal-oak-67651stzz1261st01--id5614074.htm,2713,,,,Ready to ship in 6-10 days
,Silver,,"$16,500 [Negotiable]",,"United States, Pennsylvania, Holland",Steel,Automatic,15450ST.OO.1256ST.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Steel,Steel,37 mm,Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-mothers-day-valentines-day-specials-royal-oak-royal-oak-automatic-37mm-15450stoo1256st01--id5614050.htm,3120,,,,Ready to ship in 6-10 days
,Blue,,"$135,800 [Negotiable]",,"United States, Pennsylvania, Holland",,Manual winding,26510ST.OO.1220ST.01,,Audemars Piguet,,,Men's watch/Unisex,Steel,Steel,41 mm,Steel,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-tourbillon-41mm-royal-oak-26510stoo1220st01--id5614058.htm,,,,,Ready to ship in 6-10 days
,,,"$336,800 [Negotiable]",,"United States, Pennsylvania, Holland",Ceramic,Manual winding,26152au.oo.d002cr.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Crocodile skin,Carbon,47 x 42 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-millenary-millenary-carbon-one-26152auood002cr01--id5462323.htm,2884,,,,Ready to ship in 6-10 days
,Green,,price on request [Negotiable],,"United States, Pennsylvania, Holland",,Automatic,26703st.oo.a038ca.01,,Audemars Piguet,,Buckle,Men's watch/Unisex,Rubber,Steel,42 mm,Green,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-offshore-royal-oak-offshore-diver-chronograph-42mm-26703stooa038ca01--id5175664.htm,,,,,Ready to ship in 6-10 days
,Black,,price on request [Negotiable],,"United States, Pennsylvania, Holland",,Manual winding,26560IO.OO.D002CA.01,,Audemars Piguet,,Fold clasp,Men's watch/Unisex,Rubber,,44 mm,Black,http://www.chrono24.com/audemarspiguet/audemars-piguet-royal-oak-concept-royal-oak-concept-gmt-tourbillon-26560ioood002ca01--id5176186.htm,,,,,Ready to ship in 6-10 days
